unikey3,re_summary_text,rr
22693337,"1. 家庭關係
    1) 客戶的家庭成員包括先生、婆婆和兒子，並與專員的姐姐同住。
    2) 客戶的先生有皮膚過敏，曾進行攝護腺手術，術後體力較差，但服用粒線體產品後體力有所改善。
    3) 客戶的婆婆每天服用兩顆顧骨頭的保健食品。
    4) 客戶的兒子曾因某產品感到不適，現已停止服用。

2. 健康狀況
    1) 客戶有血糖問題，並領取慢性處方簽。
    2) 客戶提到有胃病，並表示早上空腹飲用某種飲品後，身體狀況穩定且逐漸改善。
    3) 客戶的排便情況有所改善，每天服用一顆益生菌。
    4) 客戶的先生因皮膚過敏停止服用粒線體產品。

3. 職業背景
    1) 客戶對住宅類型的物件感興趣，並對桃園和新北的地點有興趣。
    2) 客戶願意參加未來的投資理財直播活動。

4. 健康食品使用心得
    1) 客戶和家人有服用多種保健食品，包括益生菌、褐藻、葉黃素、幹細胞產品、蚓激酶、鈣片等，並對部分產品效果表示滿意，如粒線體產品改善睡眠、幹細胞產品改善體力等。
    2) 客戶對褐藻產品的抗癌、抗腫瘤效果有了解，並考慮增加攝取量以提高抵抗力。
    3) 客戶對葉黃素產品的味道可以接受，並曾購買過相關產品。
    4) 客戶對粒線體產品的味道不太能接受，覺得味道較重。
    5) 客戶對健康食品的使用習慣不固定，通常想到才使用，並表示目前家中還有多種保健食品存貨。

5. 禁忌
    1) 客戶不喜歡吃魚，對鱸魚精的味道有排斥。
    2) 客戶的先生對於每天服用多種保健食品有意見。
    3) 客戶建議產品包裝不要過於高級。
    4) 客戶對防曬乳無興趣，因為已有足夠存貨。
    5) 客戶對粒線體產品的味道不太能接受，並未明確表示是否持續使用。",1
22697944,"1. 家庭關係
    1) 未提及相關資訊。

2. 健康狀況
    1) 未提及具體健康狀況。

3. 職業背景
    1) 未提及相關資訊。

4. 健康食品使用心得
    1) 客戶曾在東森購物購買過鴕鳥龜鹿精。
    2) 客戶曾購買磷霉小罐的保健食品，並表示使用效果還不錯。
    3) 客戶最近已購買葉黃素，目前對其他保健食品無購買需求。

5. 禁忌
    1) 客戶目前沒有在食用褐藻或龜鹿等保健食品。
    2) 客戶表示目前不需要任何VIP部門的服務或產品。",1
22721761,"1. 家庭關係
    1) 客戶的父親在四十幾歲時患上糖尿病，六十歲時進行心臟手術，直到八十五歲去世時未進行洗腎，且糖尿病為遺傳性疾病。
    2) 客戶的兒子已經結婚一年多。
    3) 客戶的先生建議她不要再亂買保健品，並對氨基酸產品的成分和價格有疑問。
    4) 客戶的先生有血液循環問題。
    5) 家中有癌症患者，客戶考慮讓患者飲用氨基酸產品，但需先徵詢醫生意見。

2. 健康狀況
    1) 客戶有高血壓、血糖偏高及三高問題，並有服用降血糖藥物。
    2) 客戶的血糖曾檢測到6.5或6左右，糖化血色素在停止服用幹細胞產品後有所上升，目前血糖從2.5升到7，且未特別進行飲食控制。
    3) 客戶的肌膚屬於容易過敏的膚質，對於營養成分高的保養品會長痘痘。
    4) 客戶提到最近比較忙。

3. 職業背景
    1) 客戶是李慧品牌幹細胞產品的消費者和經營者。
    2) 客戶會上網搜尋幹細胞相關資訊，並查詢台大的相關資料，也曾詢問過醫護人員有關幹細胞的資訊。

4. 健康食品使用心得
    1) 客戶有服用幹細胞產品（李慧品牌），每天早上固定服用兩顆，持續了一段時間，但三個月前已停止服用。
    2) 客戶購買了兩箱氨基酸產品，每天飲用一支，使用一個多月後進行抽血檢查，結果未見改善，隨後停止使用。
    3) 客戶之前購買過自然美的青春露和蚓激酶，但檢查後發現健康狀況無改善，已停止使用。
    4) 客戶有在服用B群，且大部分的維他命是購買美國品牌。
    5) 客戶會去Costco購買大豆產品，並趁打折時購買。
    6) 客戶購買的保健食品和其他商品大多未使用完，且有囤積情況。

5. 禁忌
    1) 客戶不喜歡使用黏膩的護膚產品，偏好清爽型產品。
    2) 客戶的皮膚對於營養成分高的保養品會長痘痘，因此不適合使用。
    3) 客戶購買的含有氨基酸的產品因口感不好而不敢飲用。",1
22734311,"1. 家庭關係
    1) 客戶目前獨居，父母已過世，母親在去世前住在安養院，父親曾因年老臥床一年多。
    2) 客戶有一位姐姐，姐姐未婚無子，經濟獨立，會購買益生菌，但不吃保健食品。
    3) 客戶有一位兒子和兩位女兒，兒子在國外工作，經常出差，女兒目前在日本，兒子和女兒會提供家用。
    4) 客戶的兒子有健康問題，包括糖尿病和三酸甘油酯偏高，並有服用葉黃素、魚油和B群等保健食品。
    5) 客戶的兒子和女兒對保健食品的接受度不同，兒子不喜歡粉狀益生菌，女兒不排斥保健食品。

2. 健康狀況
    1) 客戶有糖尿病、高血壓、腎臟問題、白內障、腰椎痛、漏尿、內臟脂肪過高等健康問題。
    2) 客戶的健康狀況一般，體重增加，肚子變大，並有手部勞損問題。
    3) 客戶有睡眠問題，偶爾會感到尿意急迫，並有輕微乳糖不耐症。
    4) 客戶的父母健康狀況不佳，母親因跌倒腦溢血去世，父親因年老退化後去世。
    5) 客戶的兒子有呼吸道問題，住在宜蘭以改善健康狀況。

3. 職業背景
    1) 客戶目前無工作，主要依靠股票收入，曾經做生意但失敗，導致信用不良。
    2) 客戶的父親曾在銀行工作，母親過去在家庭工廠工作，並有投資股票的經驗。
    3) 客戶的兒子是動漫工程師，女兒們有穩定工作，並經常出國。

4. 健康食品使用心得
    1) 客戶使用多種保健食品，包括蚓激酶、葉黃素、魚油、B群、幹細胞產品等，但對部分產品效果不滿意。
    2) 客戶認為保健食品需要長期使用才能見效，經濟壓力大時會選擇性食用。
    3) 客戶對於燕窩產品的效果和成分有一定了解，認為其對過敏體質有益。
    4) 客戶對於某些產品的口感和效果持懷疑態度，並對價格較高的產品不感興趣。
    5) 客戶對於保健食品的使用有些困擾，因種類繁多，容易忘記服用。

5. 禁忌
    1) 客戶不吃牛肉、魚、海鮮和冰的食物，對乳糖不耐症有輕微反應。
    2) 客戶對於某些保健食品的成分和效果持謹慎態度，避免使用可能影響心臟和腎臟健康的產品。
    3) 客戶對於某些產品的保存期限和成分有顧慮，避免食用含有增稠劑的產品。
    4) 客戶對於推銷有壓力，不喜歡被推銷。
    5) 客戶對於某些產品的副作用表示擔憂，並對效果不明顯的產品選擇退貨。",1
22742684,"1. 家庭關係
    1) 客戶提到她有一個女兒，女兒很少吃葉黃素。
    2) 客戶提到她有一個小孩，目前在家中，並提到小孩正在洗澡。

2. 健康狀況
    1) 客戶提到她的問題是龜鹿八，症狀包括流鼻血和瘙癢感。
    2) 客戶提到昨天晚上喝了半瓶某種飲品，今天感覺還好，沒有痛了。

3. 職業背景
    1) 無相關資訊。

4. 健康食品使用心得
    1) 客戶之前有吃過葉黃素，並且已經吃完了，昨天才收到一款紫色的葉黃素產品，表示會在飯後服用。
    2) 客戶提到葉黃素產品適合四十五歲以上的人群使用。
    3) 客戶提到產品的使用期限為四個月，並且曾經使用過某產品，產品上有標示使用說明。
    4) 客戶提到她平時很少使用某些產品，覺得使用這些產品有些奇怪。

5. 禁忌
    1) 無明確提及禁忌事項。",1
22745771,"1. 家庭關係
    1) 未提及相關內容。

2. 健康狀況
    1) 未提及相關內容。

3. 職業背景
    1) 未提及相關內容。

4. 健康食品使用心得
    1) 客戶提到她認為啵估因子這個商品沒有用。

5. 禁忌
    1) 未提及相關內容。",1
22748828,"1. 家庭關係
    1) 客戶有丈夫和兒子，與家人關係良好，兒子性格單純、孝順且脾氣很好，曾有一段長達八九年的感情，但因感情淡化而分手，目前單身。
    2) 客戶的兒子在台中工作，工作時間長，壓力大，月收入不到十萬元，需幫助支付房子的頭期款，並通過跑步紓壓。
    3) 客戶的家庭曾從公公那裡分得財產，丈夫回家幫忙經營家族事業，家庭經濟相對穩定，能幫助其他家庭成員。
    4) 客戶的娘家在嘉義，中秋節會回娘家，並提到小孩會回來過節，但老二需要上班。

2. 健康狀況
    1) 客戶有心血管相關健康問題，正在服用降血脂藥物，總膽固醇數值目前為140。
    2) 客戶有胃食道逆流，透過食用兒茶素改善症狀。
    3) 客戶有退化性關節炎，並進行復健和推拿來改善症狀。
    4) 客戶每三個月固定檢查腎功能，並提到媽媽的身體狀況不明確。
    5) 客戶的父母沒有三高問題。

3. 職業背景
    1) 客戶目前仍在工作，工作繁忙，下午和今天都需要工作。
    2) 客戶曾提到需要出租房屋，並且購買了一棟房子，貸款金額為一千萬，已繳九年，尚有一半未還清。

4. 健康食品使用心得
    1) 客戶每天服用一顆活泉保健食品，預計可吃一年半，對幹細胞產品效果感覺不明顯。
    2) 客戶曾服用紅麴保健食品，但因血脂肪和低密度膽固醇升高而停止使用。
    3) 客戶曾購買多種保健食品，包括葉黃素、氨基酸、益生菌、蚓激酶、鴕鳥精等，但部分產品未使用完或已過期。
    4) 客戶對某些保健食品效果不滿意，如德國氨基酸產品和某些葉黃素產品。
    5) 客戶認為購買過多保健食品會對身體造成負擔，目前每月在保健品上的花費約為五千元。

5. 禁忌
    1) 客戶因服用降血脂藥物，無法食用含紅麴的產品。
    2) 客戶不喜歡含糖分的果凍狀葉黃素產品。
    3) 客戶認為喝水過多可能導致水腫或水中毒。",1
22753122,"1. 家庭關係
    1) 客戶未婚，無子女，與母親同住，母親年齡96歲，健康狀況較差，曾患乳癌和青光眼，需使用眼藥水保養。
    2) 客戶的父親已過世，母親的財產分配涉及法律問題，需律師協助。
    3) 客戶有一位妹妹和弟弟，與妹妹有財務糾紛，弟弟涉及母親財產分配問題。
    4) 客戶的母親曾經依賴她處理家務和煮飯，母親喜歡打麻將，父親是公務人員，性格老實。
    5) 客戶有兩個女兒，一個是老師，另一個是軍人，並有一位侄子。

2. 健康狀況
    1) 客戶有高血壓、糖尿病、瓣膜不平衡、骨質疏鬆、腎結石、乾眼症、白內障、恐慌症和中風病史，並擔心摔倒和腦瘤。
    2) 客戶經常感到頭暈、頭痛、全身痠痛、乏力、背痛、腰痛、膝蓋痛、皮膚癢、胃口不好、睡眠品質差，並有耳朵健康問題。
    3) 客戶曾經有腎臟問題和水腫，並有老人痴呆症的家族病史。
    4) 客戶曾因中風住院，血管有三條阻塞，並有小病不斷的情況。
    5) 客戶目前身體狀況稍有改善，但仍感到疲倦和疼痛。

3. 職業背景
    1) 客戶為退休公務員，退休金每月五萬六千元，曾在同一職位工作35年。
    2) 客戶曾在澎湖工作，並由父親協助安排工作。
    3) 客戶曾經參與股票投資和儲蓄險，並有房產出租作為收入來源。

4. 健康食品使用心得
    1) 客戶經常服用健康食品，包括蚓激酶、幹細胞產品、益生菌、魚油、牛樟芝、燕窩等，認為部分產品對健康有幫助。
    2) 客戶認為幹細胞產品和牛樟芝對健康有幫助，但有時會感到疲倦和全身疼痛。
    3) 客戶認為益生菌對腸胃健康有幫助，但某些粉狀益生菌會引起肚子痛。
    4) 客戶認為魚油對健康有幫助，但有時會感到不適，並提到魚油有魚腥味。
    5) 客戶對健康食品的效果有時感到不確定，並認為效果因人而異。

5. 禁忌
    1) 客戶不能食用含牛奶的食品，會導致拉肚子。
    2) 客戶不吃納豆和人參，並避免食用太甜、太辣的食物。
    3) 客戶對香水味敏感，容易過敏，曾因香水味昏倒。
    4) 客戶不喜歡染髮，擔心會導致癌症。
    5) 客戶不喜歡吃魚，認為魚有腥味。",1
22760405,"1. 家庭關係
    1) 客戶表示女兒最近去了成都。
    2) 客戶提到朋友從美國回來，帶了五瓶維骨力。

2. 健康狀況
    1) 客戶是一位68歲男性，表示每天有應酬，偶爾會忘記服用保健品。
    2) 客戶提到吃多了維骨力會導致便秘。

3. 職業背景
    1) 未提及具體職業背景，但客戶表示每天有應酬，可能涉及社交或商務活動。

4. 健康食品使用心得
    1) 客戶目前服用銀保善存綜合維他命、挺立鈣加強錠、B群及其他品牌的益生菌，並從澳洲代購保健品。
    2) 客戶表示綜合維他命一罐可服用三個月，活動期間價格為559元，平時價格為760元，曾多次登記購買。
    3) 客戶家中尚有四瓶挺立鈣加強錠及六罐未服用的保健品，並決定購買四罐綜合維他命以貨到付款方式。
    4) 客戶提到朋友從美國帶回五瓶維骨力，但吃多了會導致便秘。

5. 禁忌
    1) 客戶提到吃多了維骨力會導致便秘，需注意服用量。
    2) 客戶偶爾因應酬忘記服用保健品，需提醒定時服用。",1
22768197,"1. 家庭關係
    1) 客戶有三個兒子，老大、老二和老三都參與運動，老二去年生日時獲得一輛摩托車，現在已能自己騎車。
    2) 客戶的老公曾因流感併發心肌炎，但已康復，且老公吃素但可以喝牛奶。
    3) 客戶的公公年紀大且心肺不好，醫生建議不要坐飛機。
    4) 客戶的孫女對蛋白、蛋黃、高麗菜、牛肉、豬肉等多種食物過敏，並對塵蟎有輕重度過敏。
    5) 客戶的女兒有過敏體質，通過食用益生菌改善了尿道發炎的問題。
    6) 客戶的父親有健康問題，導致客戶取消了原本的計劃。
    7) 客戶的兒子選擇在蘇格蘭留學，對當地學習環境和設施感到滿意。

2. 健康狀況
    1) 客戶有腸胃不適，經常肚子脹氣，並曾拉肚子一整天伴隨冷汗。
    2) 客戶有白內障問題，手術後眼睛乾澀，晚上看光有炫光問題，並考慮是否進行第二次眼科手術。
    3) 客戶有乾眼症，家中有先天性高尿酸問題，家人中有人患有糖尿病。
    4) 客戶的老公去年心臟較弱，曾做相關檢查。
    5) 客戶的公公年老且心肺功能不佳。
    6) 客戶的同學患有癌症，病情不樂觀，且癌症已轉移到腦和脊椎。

3. 職業背景
    1) 客戶目前58歲，已婚，平時需接送小孩，並參與運動課程。
    2) 客戶的同事的姐姐在夏威夷工作和結婚。

4. 健康食品使用心得
    1) 客戶有食用奇異果益生菌，認為對腸胃脹氣有幫助，並對益生菌產品有興趣。
    2) 客戶有食用活泉產品，認為其提亮皮膚效果明顯，氣色改善，但有時會忘記補充。
    3) 客戶有食用魚油、海藻油、葉黃素、維他命C、美金片等保健品，並對粒線體補充產品和人蔘產品有興趣。
    4) 客戶認為膳食纖維可能影響油脂類保健品的吸收。
    5) 客戶的老公也有食用瘦瘦果凍，並與客戶一起飲用購買的產品。
    6) 客戶在運動後和睡前飲用氨基酸產品，感覺良好，並考慮購買給家人試用。
    7) 客戶曾購買燕窩產品，對其保存方式和固形物含量有了解。
    8) 客戶不敢直接喝滴雞精，會加入其他食物中食用。

5. 禁忌
    1) 客戶不喜歡吃菇類食物，包括香菇，對紅棗和枸杞也不喜歡。
    2) 客戶不吃夏威夷披薩，對海鮮披薩的鮮度有疑慮，除非確定新鮮才會食用。
    3) 客戶提到螃蟹不能和某些食物一起吃。",1
22781794,"1. 家庭關係
    1) 客戶與家人住在一起，並提到搬家後與小孩同住，目前住在自己的房子。
    2) 客戶的兒子是眼科醫生，會提供她所需的眼科保養品，並適量食用葉黃素。
    3) 客戶的媳婦和女兒會購買保健食品，媳婦最近購買了好幾箱衛生紙。

2. 健康狀況
    1) 客戶提到自己是老人家，並提到老人痴呆的情況。
    2) 客戶的骨質密度測試結果顯示相當於四十多歲的指數，醫生建議目前狀況還可以，暫時不需要特別處理。

3. 職業背景
    1) 客戶家人從事直銷相關工作，販售保健食品。
    2) 客戶家裡從事美容美髮相關行業。

4. 健康食品使用心得
    1) 客戶有在食用葉黃素，並提到家裡也有葉黃素，兒子會適量食用。
    2) 客戶曾購買過鴕鳥龜鹿精，前後約二三十盒，並與先生及家人一起食用，但感覺效果不佳。
    3) 客戶目前有在食用靈芝相關保健食品，並認為最天然、未經研發的產品最適合她。
    4) 客戶曾購買過三得利保健食品、骨頭關節保健品鴕鳥精、石墨烯產品及咖啡因洗髮露。
    5) 客戶剛訂了五六瓶苦茶油，並表示已經使用很久。

5. 禁忌
    1) 客戶不打算食用幹細胞相關產品，曾經使用過但因效果不好而停止。
    2) 客戶表示不喜歡某品牌的三層抽取式衛生紙，認為不好用且太厚。
    3) 客戶一般比較不吃其他的東西。",1
22785037,"1. 家庭關係
    1) 客戶目前獨居，有兩個子女，其中一個兒子是中醫師，另一個兒子在富邦銀行工作，女兒在美國攻讀博士學位並有兩個小孩。
    2) 客戶的弟弟因投資失敗導致家庭財務困難，妹妹在牙科診所工作，姐姐定期購買某品牌商品。
    3) 客戶的父親曾是公務人員，母親是日本小學老師，家中有兩個弟弟和兩個妹妹，自己是家中老二。
    4) 客戶的丈夫目前在台灣工作，曾在美國公司工作，現在以線上方式上班。

2. 健康狀況
    1) 客戶身體狀況良好，無高血壓等問題，但有腎衰竭、肩膀僵硬、脖子不適、左肩骨折後肌肉纖維化、脊椎外側彎、心血管問題及過敏問題。
    2) 客戶體重38公斤，壓力大導致無法增重，胃不好，飲食需少量多餐。
    3) 客戶平時睡眠品質不錯，從小到大不需藥物改善睡眠，但肩膀和脖子問題未完全改善。
    4) 客戶每天早上進行中醫推拿和針灸，每次費用為300元。

3. 職業背景
    1) 客戶已退休，曾是公務人員，家人也多為公務人員。
    2) 客戶參與公益活動，並有上課需求，課程包括茶藝和運動課程。

4. 健康食品使用心得
    1) 客戶購買了大量保健食品，包括幹細胞產品、粒線體產品、維他命、葉黃素、鈣高蛋白粉等，但未能按時服用，部分產品已過期。
    2) 客戶每天早上服用活泉產品和氨基酸，並攝取蛋白質，喜歡吃萬歲牌堅果類和小魚干產品。
    3) 客戶認為自己已經足夠保養，不需要額外的保健食品，並對瘦身產品效果持懷疑態度。

5. 禁忌
    1) 客戶家庭不吃牛肉，其他肉類也很少吃。
    2) 客戶不喜歡吃藥或保健食品，且常因不使用導致過期。
    3) 客戶不喜歡參加婆婆媽媽的活動，認為環境不適合自己。",1
22794594,"1. 家庭關係
    1) 未提及相關內容。

2. 健康狀況
    1) 客戶心臟狀況不佳。
    2) 客戶有高血壓，需避免某些食物。

3. 職業背景
    1) 未提及相關內容。

4. 健康食品使用心得
    1) 客戶不常食用保健食品。
    2) 客戶曾在東森購物購買過商品，金額達到一萬多元。

5. 禁忌
    1) 客戶需要避免某些食物，可能與其高血壓相關。
    2) 客戶提到不想吃太多東西。",1
22794927,"1. 家庭關係
    1) 客戶是單身，家中有母親和妹妹，妹妹與母親同住並負責照顧母親。
    2) 客戶提到母親皮膚很好，但母親不能吃人蔘。

2. 健康狀況
    1) 客戶有乙肝、高血壓和心臟疾病，並且容易腰痠背痛和神經衰弱。
    2) 客戶每天服用蚓激酶，並認為心血管循環週期較長，需定期回診抽血檢查。
    3) 客戶目前在服用牛樟芝和心血管相關保健食品，但不確定是否需要繼續服用。
    4) 客戶注重眼睛保養，提到每天服用葉黃素，並注重抗藍光保養。
    5) 客戶目前體重為52公斤，並已接種疫苗。

3. 職業背景
    1) 客戶曾在酒店擔任夜班工作，並表示自己是夜貓子，白天較難適應。
    2) 客戶曾在卡拉OK擔任幹部，並有中醫按摩的相關經驗。
    3) 客戶提到五月開始擔任老師，並表示自己擅長抓住客人的需求。
    4) 客戶目前提到自己沒有工作，但需要上班，且平日工作繁忙，五六日生意很好，通常一兩點才睡覺。

4. 健康食品使用心得
    1) 客戶曾購買葉黃素產品，用於眼睛保養，並每天服用一顆。
    2) 客戶有服用魚油，認為其有助於健康，並曾購買艾多美的魚油。
    3) 客戶曾購買益生菌飲品、五味子飲品及維他命C和D3的發泡錠。
    4) 客戶提到曾收到維他命C相關產品，並購買過堅果油。
    5) 客戶表示東西吃太多會影響健康，早點保養比較好。

5. 禁忌
    1) 客戶不吃咖啡，並提到不喜歡必勝客的產品。
    2) 客戶提到山苦瓜產品不好，不需要購買，且家中山苦瓜產品尚未吃完。
    3) 客戶提到母親不能吃人蔘。",1
22821978,"1. 家庭關係
    1) 客戶有一位先生，兩人共同服用保健食品。
    2) 客戶的先生有膽固醇偏高的問題。
    3) 客戶有兩個兒子，身材均勻且身高較高，其中一位身高接近一百八十公分。

2. 健康狀況
    1) 客戶曾經有坐骨神經問題，可能與髖骨有關，目前使用中藥治療並有改善。
    2) 客戶最近進行健康檢查，血壓和血脂狀況正常，好的膽固醇超標，認為健康狀況良好。
    3) 客戶曾進行過手術，計劃下個月回診。
    4) 客戶提到有失眠相關問題。
    5) 客戶提到膝蓋，但未明確說明是否有問題。

3. 職業背景
    1) 客戶目前在外地，未提及具體職業。
    2) 客戶提到她現在正在忙，未透露具體工作內容。

4. 健康食品使用心得
    1) 客戶和先生共同服用多種保健食品，包括益生菌、葉黃素、蚓激酶、加倍鈣片、綜合維他命、天然B群、蛋白質補充劑等，並認為蛋白質對健康有幫助。
    2) 客戶使用安利魚油、葡萄王健骨產品及幹細胞產品，但對幹細胞產品效果無感。
    3) 客戶曾購買過華陀的土龍鴕鳥龜鹿精及自然美的保養品，並對其保養品效果滿意。
    4) 客戶去年購買了益生菌六盒，目前還有兩盒未開封；去年購買了十二盒蚓激酶，目前存量充足。
    5) 客戶購買了25盒葉黃素，並提到葉黃素的消費金額較高。
    6) 客戶曾購買發泡錠及其他健康食品，並對健康產品和養生有興趣。

5. 禁忌
    1) 客戶目前不考慮購買幹細胞產品。
    2) 客戶表示目前保健食品和保養品存量充足，不需要再購買。
    3) 客戶減少購買保健品的習慣，並對購物有計劃性。",1
22831245,"1. 家庭關係
    1) 客戶目前住在中和。
    2) 家裡有一個八歲的小朋友。
    3) 家裡有一個二十幾歲的孩子。
    4) 家裡目前沒有養寵物，但之前曾養過，後來送人了。

2. 健康狀況
    1) 無具體提及健康狀況。

3. 職業背景
    1) 客戶是東森購物的會員，已經超過20年。
    2) 客戶平常早上比較忙，下午兩三點以後比較有空。

4. 健康食品使用心得
    1) 無具體提及健康食品使用心得。

5. 禁忌
    1) 無具體提及禁忌。",1
22848888,"1. 家庭關係
    1) 客戶提到她的老公認為她已經吃了很多健康食品，建議不要再訂購新的。
    2) 客戶表示她住在東區，房子是自己購買的。

2. 健康狀況
    1) 客戶已經超過六十歲，目前63歲。
    2) 客戶平常很少運動。
    3) 客戶提到她有在吃健康食品，並認為目前使用的普中午保健食品效果不錯。

3. 職業背景
    1) 客戶表示目前正在上班，尚未下班。
    2) 客戶對台中地區的住宅類型房地產投資感興趣。

4. 健康食品使用心得
    1) 客戶提到她有在吃健康食品，並對普中午的保健食品效果表示滿意。
    2) 客戶之前曾購買過挺立鈣產品，並已經收到商品。
    3) 客戶曾幫人購買過葉黃素產品。

5. 禁忌
    1) 客戶的老公建議她不要再訂購新的健康食品，認為她已經吃了很多。
    2) 客戶對洗髮精的價格感到貴，但仍關注其效果，特別是對頭髮健康和防止掉髮的影響。",1
22856852,"1. 家庭關係
    1) 客戶有一位丈夫和兩個兒子，其中一位兒子已搬出去住，經常出國工作，從事文化創意行銷相關工作，並代理韓國保養品；另一位兒子目前在家中，有時外出工作。
    2) 客戶的兒媳從事網絡直播銷售成人服裝的工作。
    3) 客戶有一位兩歲半的孫子，需幫忙照顧，孫子喜歡喝她購買的燕窩。
    4) 客戶的父母住在南部，通常當天來回探望，不願搬到台北居住。
    5) 客戶的丈夫是公司的股東，固定食用葉黃素和紅麴保養健康，對於她購買太多東西感到不滿。

2. 健康狀況
    1) 客戶有腎臟問題、胃食道逆流（症狀時輕時重）、胃炎、胃潰瘍、三高（高血壓、高血糖、高血脂）、骨刺、退化性關節炎（部分醫生認為是關節發炎）、自律神經失調、輕度脂肪肝（可能與飲酒有關）等健康問題。
    2) 客戶曾接受PRP治療和玻尿酸注射，認為PRP效果更好，並計劃進行第二次注射。
    3) 客戶有睡眠困擾，過去曾服用西藥幫助睡眠，現在改為中藥。
    4) 客戶因眼睛問題無法開車，並有膝蓋問題，曾接受玻尿酸注射治療。
    5) 客戶的兒子有遺傳性高膽固醇，膽固醇接近三百，但體脂率不高，身材精壯，醫生建議不需服用降膽固醇藥物。

3. 職業背景
    1) 客戶目前沒有上班，過去曾經開過醫美診所，位於台北市南京西路附近，已於幾年前賣掉。
    2) 客戶以前有投資股票和房地產，但現在已停止投資。

4. 健康食品使用心得
    1) 客戶固定服用保健食品，包括益生菌、藍藻、膠原蛋白、白藜蘆醇、日夜舒、果凍型代謝產品、葉黃素、紅麴、鹿胎盤等，對部分產品效果表示滿意。
    2) 客戶曾購買過蚓激酶、萬壽元、吳宗憲產品、理會、東森等品牌的保健品，對部分產品表示信任和喜愛。
    3) 客戶的丈夫和兒子也有服用保健品，兒子曾服用紅麴控制膽固醇。

5. 禁忌
    1) 客戶不吃肉、不愛吃甜食、不吃某些零食，家中不常吃甜食、餅乾和糖果。
    2) 客戶需要錯開服用西藥和保健食品的時間，並避免攝取DHA。
    3) 客戶的丈夫不能吃人蔘，且不喜歡某些衛生紙品牌。",1
22860159,"1. 家庭關係
    1) 客戶家中有九十幾歲的高齡長輩，父親年紀較大但健康狀況良好，能夠散步和走長路，且有健康觀念。
    2) 客戶的父親不與她同住，有三個人陪伴父親住在一起。
    3) 客戶有三個妹妹，其中兩個已結婚。
    4) 客戶提到家中有一位已婚成員，並提到小朋友正在成長階段。
    5) 客戶會陪伴父母，並提到自己很孝順，不會向長輩說自己的困難。

2. 健康狀況
    1) 客戶提到自己有重疾，並可能有抑鬱症狀，且不願意接觸外人。
    2) 客戶有脊椎側彎，髖關骨有不適感，並需要做核磁共振檢查。
    3) 客戶提到末梢循環不佳，腎絲球過濾功能尚可，並有缺鈣情況。
    4) 客戶有乾眼症，睡眠不足，通常早上五點多才睡，且因父親需在晚上十一點到一點吃藥影響睡眠。
    5) 客戶提到醫院花費不少錢，並曾住院，近期有發燒和咳嗽症狀，正在診所看醫生。
    6) 客戶對流感疫苗過敏，曾因藥物過敏不敢接種流感疫苗。
    7) 客戶每年進行健康檢查，曾做過心血管、肝功能指數、驗尿、骨密度、眼睛和肺部檢查。

3. 職業背景
    1) 客戶目前在公司工作，但計劃明年一月退休，並考慮通過被動收入支持生活。
    2) 客戶曾從事美容相關工作，並在家進行臉部保養。
    3) 客戶提到她目前在考慮從事直銷相關工作。

4. 健康食品使用心得
    1) 客戶有服用多種保健食品，包括玻尿酸、氨基酸、葉黃素、魚油、益生菌、人蔘、活泉、時空膠囊等，並對部分產品效果表示滿意。
    2) 客戶認為美白產品效果好，對眼霜和香水產品有興趣，並對某些產品的味道表示喜歡。
    3) 客戶對於產品的使用步驟和濃度有要求，並會根據說明書建議使用。
    4) 客戶認為東西吃太多會造成身體負擔，易消化不良，因此會分批服用保健品。
    5) 客戶對時空膠囊和紅寶石保養品的效果表示滿意，並認為時空膠囊是最厲害的保養品。
    6) 客戶對於某些產品的包裝和沉澱物處理有意見，並對不生病的保健品持懷疑態度。

5. 禁忌
    1) 客戶對含有A酸成分的保養品持保留態度，認為可能會造成皮膚問題。
    2) 客戶的父親不吃蚓激酶產品、心血管保養產品及速效藥。
    3) 客戶的母親不喜歡氨基酸的口感，且不喜歡速效藥和土龍金。
    4) 客戶對流感疫苗過敏，曾因藥物過敏不敢接種。",1
22864386,"1. 家庭關係
    1) 未提及相關資訊。

2. 健康狀況
    1) 未提及相關資訊。

3. 職業背景
    1) 未提及相關資訊。

4. 健康食品使用心得
    1) 客戶曾經購買過益生菌產品。
    2) 客戶曾在東森購買過黑木耳露。

5. 禁忌
    1) 客戶目前沒有購買商品的需求。
    2) 客戶表示如果有需要會主動聯繫或打電話聯繫專員。
    3) 客戶目前尚未決定是否使用點數購買商品。
    4) 客戶表示會再考慮是否購買東森的會員卡。",1
