unikey3,性別,年齡,縣市,OB等級,星座,會員年資_天數,是否獨居,是否為寵愛自己名單,高健康意識,高美麗意識,健檢標籤,美容標籤,保健標籤,有無養寵物,全通路歷史累積消費金額,全通路歷史累積消費件數,全通路近三年累積消費金額,全通路近三年累積消費件數,全通路近一年累積消費金額,全通路近一年累積消費件數,全通路近一年保健消費金額,全通路近一年保健消費件數,全通路近一年美容消費金額,全通路近一年美容消費件數,ob歷史累積消費金額,ob歷史累積消費件數,OB近三年累積消費金額,OB近三年累積消費件數,OB近一年累積消費金額,OB近一年累積消費件數,OB近一年保健消費金額,OB近一年保健消費件數,OB近一年美容消費金額,OB近一年美容消費件數,三年內有高單一次付清,三年內買過黃金鑽石,十年地址不變,商務菁英,房產投資客,打高爾夫,有富等信用卡,有高價保單,科學園區3公里內,買過大額禮券,買過收藏品,退休保健族,重金珠寶客,關注理財,高價地段,高社經地位職業,persona,rr
24702892,男,46.0,桃園市龍潭區,Z,獅子座,7635,否,否,是,否,否,否,是,否,247726.99996,61,90757.14283,11,71373.33331,8,70962.85712,7,0.0,0,83885.71426000001,9,79352.38093,8,62380.95236,6,62380.95236,6,0.0,0,是,否,否,否,否,否,1,否,否,否,否,否,0,否,否,是,"1. 家庭關係
    1) 客戶已婚，與太太共同生活。
    2) 客戶有兩個兒子，其中一個就讀基隆的學校，另一個就讀茗傳大學，兩人均住在外面。
    3) 客戶負擔大兒子的生活費和租金，因其被當掉幾科，目前未打工。
    4) 客戶提到家人上週購買了防曬產品。

2. 健康狀況
    1) 客戶有高血壓，並正在服用降血壓藥物。
    2) 客戶眼睛有乾澀症狀。
    3) 客戶太太近期確診高血壓並開始服用藥物。
    4) 客戶太太曾接受PRP治療以改善膝蓋退化問題。

3. 職業背景
    1) 客戶從事水電工作，需到處跑，尚未退休。
    2) 客戶表示目前正在上班，平常早上都在外面活動，晚上比較有時間接電話。

4. 健康食品使用心得
    1) 客戶目前服用葉黃素，按照建議早上服用，並提到去年十一月份曾購買一組葉黃素產品，目前尚未吃完。
    2) 客戶曾購買魚油產品，包括古堡品牌、西班牙頂級魚油以及大一升級魚油，並表示自己有吃過魚油作為保養品。
    3) 客戶提到平時都有在吃保健品，包括葉黃素和其他產品，每天都會喝保健品並按照說明服用。
    4) 客戶表示魚油是其配偶在食用，而非自己。

5. 禁忌
    1) 客戶未服用其他營養保健食品或醫生開的藥。
    2) 客戶偏好在台塑生醫官網購買商品以確保安全，並提到自己在蝦皮購買商品較多。",1
24706115,女,56.0,高雄市岡山區,Z,天蠍座,7633,否,否,否,否,否,是,是,否,298990.19046,100,140040.95239000002,37,14713.33334,3,14466.66667,2,246.66667,1,182902.85715,24,130694.28572,16,14713.33334,3,14466.66667,2,246.66667,1,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶與女兒及一歲四個月大的孫子同住，家中還有一隻狗。
    2) 客戶的先生曾因血管爆裂住院163天，期間住過加護病房並昏迷，後來恢復意識，目前在家休養，有外籍看護協助照顧，需定期到醫院進行治療。
    3) 客戶的先生因視神經受損導致視力受影響，無法看到五官，且有放棄治療的情緒，現在由客戶負責開車。
    4) 客戶的兒子已婚，有兩個孩子，經常出差到大陸，並使用行動支付。
    5) 客戶的兒子和妹妹住在小港，兩人住得很近。
    6) 客戶的孫子年齡為一歲四個月，客戶考慮為孫子購買葉黃素和鈣補充劑。
    7) 客戶家中有燕子築巢已超過三十年。

2. 健康狀況
    1) 客戶有皮膚敏感和過敏問題，對多種物品過敏，皮膚容易乾癢，天氣變化和灰塵會加重過敏症狀。
    2) 客戶免疫力較差，壓力大，擔心健康狀況，並表示感冒時會流鼻涕和咳嗽。
    3) 客戶有定期進行健康檢查，頻率約為一年一次，目前無三高問題，無胃潰瘍或其他胃部問題。
    4) 客戶已接種三次疫苗，認為肺活量需要通過運動恢復，並傾向於通過運動和調養保持健康，而非依賴藥物。

3. 職業背景
    1) 客戶目前仍在工作，提到需要做報表。
    2) 客戶每週有兩到三天參加會議，並參與財務組活動，曾代表財務組上台報告。
    3) 客戶曾賣掉房子並將資金投入基金以獲取每月被動收入。

4. 健康食品使用心得
    1) 客戶有服用益生菌，每天一到兩顆，認為排便情況有所改善，但覺得價格較高。
    2) 客戶有服用幹細胞產品，通常早晚各兩顆，認為幹細胞產品改善了抵抗力，減少感冒和過敏，但最近未服用。
    3) 客戶有服用鈣片、葉黃素、B群、維骨力、維他命C、氨基酸、粒線體產品和褐藻，但認為吃太多保健食品效果不明顯。
    4) 客戶對氨基酸產品的味道不滿意，家中尚有存貨未使用完。
    5) 客戶曾使用過直銷品牌的保養品，但因過敏停止使用，認為直銷產品價格較高。
    6) 客戶曾在美容院接受美白針和外泌體療程，對效果有一定滿意度。
    7) 客戶認為安瓶產品保濕效果一般，太濃的產品吸收不好會感到黏膩。

5. 禁忌
    1) 客戶對酸味食物和天氣冷熱、灰塵較為敏感，容易引起過敏。
    2) 客戶在農曆期間減少使用美白和抗皺保養品。
    3) 客戶不喜歡佩戴珠寶。",1
24706869,女,64.0,宜蘭縣宜蘭市,C,處女座,7633,否,否,是,否,否,是,是,否,54330.2381,18,35056.19047,8,12332.38095,4,11380.95238,3,951.42857,1,35056.19047,8,35056.19047,8,12332.38095,4,11380.95238,3,951.42857,1,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
24715499,女,69.0,台北市士林區,C,摩羯座,7628,否,否,是,否,否,是,是,否,214018.47616,99,83665.71428000001,35,42707.619040000005,13,24955.23809,3,0.0,0,54422.85713999999,9,29359.04761,4,21163.80952,2,21163.80952,2,0.0,0,否,否,是,否,否,否,0,否,否,否,否,是,0,否,否,否,"1. 家庭關係
    1) 客戶提到她是單身，沒有配偶。

2. 健康狀況
    1) 客戶提到她的膝蓋現在很好。
    2) 客戶表示她的皮膚狀況很好。
    3) 客戶目前沒有在服用慢性處方藥。
    4) 客戶提到她目前沒有定期進行身體檢查，因為認為自己沒有健康問題。

3. 職業背景
    1) 客戶未提及具體職業背景。

4. 健康食品使用心得
    1) 客戶有固定食用保健品的習慣，目前每天食用兩顆活泉精華，且已接近用完。
    2) 客戶有食用葉黃素，並從不同平台購買不同品牌交替食用。
    3) 客戶曾經食用過玻尿酸產品，但對效果尚不確定。
    4) 客戶表示曾經食用過鹿胎盤產品，但忘記品牌名稱。
    5) 客戶提到目前食用的保健品種類已經很多，並且已減少購買其他保健品。

5. 禁忌
    1) 客戶目前沒有購買衛生紙的需求，認為價格太高，且家中存量充足。
    2) 客戶表示她目前沒有想購買的東西，並且不需要其他產品。
    3) 客戶提到她已經有固定使用的保養品，因此不再購買其他保養品。",1
24716099,女,80.0,台北市中山區,D,雙魚座,7628,否,否,否,否,否,是,否,否,79744.3333,66,32680.95236,26,10035.23809,10,0.0,0,3007.61905,4,1521.90476,4,760.95238,3,760.95238,3,0.0,0,0.0,2,否,否,否,否,否,否,0,否,否,否,否,否,0,否,是,否,,1
24716578,男,89.0,澎湖縣馬公市,D+,射手座,7628,否,否,否,否,否,是,否,否,124696.23809,51,7117.142849999999,8,5595.23809,6,0.0,0,951.42857,1,20359.999980000004,23,5517.142849999999,7,3995.23809,5,0.0,0,951.42857,1,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶的父親已去世，享年八十幾歲。
    2) 客戶家中目前只有她一人居住。
    3) 客戶的兒子負責購買衛生紙。
    4) 客戶的女兒擁有很多保養品，並且是某公司的產品，但不吃某些保健食品。

2. 健康狀況
    1) 客戶提到自己年紀大了，已經六十歲，並表示有挺多障礙。
    2) 客戶愛美，可能對健康及外貌有一定的關注。

3. 職業背景
    1) 客戶目前每個月有現金師傅來，可能與財務管理或工作相關。
    2) 客戶正在開車，並帶某人去醫院看醫生，顯示其生活中有一定的活動性。

4. 健康食品使用心得
    1) 客戶平常有在吃葉黃素，但都是普通品牌，去年曾訂購過葉黃素產品。
    2) 客戶提到補氣的產品以及蔓越莓相關內容，可能有使用或了解。
    3) 客戶的媽媽使用葡眾的產品，並覺得效果很好。

5. 禁忌
    1) 客戶通常喝白開水，較少喝其他飲品。
    2) 客戶的女兒不吃某些保健食品。",1
24720546,女,64.0,新北市淡水區,C,雙魚座,7625,否,否,是,否,否,否,是,否,75785.38096,41,11704.76191,5,5657.14286,2,5657.14286,2,0.0,0,20704.76191,5,7923.80953,3,5657.14286,2,5657.14286,2,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
24722302,女,69.0,屏東縣牡丹鄉,D,摩羯座,7624,否,否,否,否,否,否,是,否,48995.2381,33,2834.28572,2,1417.14286,1,1417.14286,1,0.0,0,17958.09524,6,2834.28572,2,1417.14286,1,1417.14286,1,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
24728961,女,62.0,嘉義縣太保市,Z,處女座,7620,是,否,是,否,否,否,是,否,260755.61897,172,33624.76187,19,570.47619,1,570.47619,1,0.0,0,105567.09519,45,33624.76187,19,570.47619,1,570.47619,1,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶曾離婚，目前獨居，子女住在國外或由前夫照顧，與子女關係疏遠，部分子女對她關心有限。
    2) 客戶有三個小孩，分別是八歲、六歲和四歲，曾幫忙照顧女兒的月子。
    3) 客戶的母親已過世，生前行動不便，需看護協助，客戶曾主要照顧母親。
    4) 客戶的伴侶在台北工作，伴侶的父母住在台東，行動不便且健康狀況不佳。

2. 健康狀況
    1) 客戶有急性心肌梗塞病史，曾接受心導管手術，目前服用心悸藥和抗焦慮藥。
    2) 客戶患有鼻竇炎，曾多次手術，目前復發，需服藥並可能開刀。
    3) 客戶有五十肩問題，定期施打玻尿酸治療，肩膀發炎影響日常生活。
    4) 客戶因車禍導致膝蓋骨折、髖關節疼痛及左手撕裂傷，行動不便，需長期休養。
    5) 客戶有胃食道逆流、乾眼症及骨刺問題，需注意飲食及健康管理。
    6) 客戶曾兩次確診新冠肺炎，近期感冒未癒，免疫力下降，睡眠品質不佳。

3. 職業背景
    1) 客戶曾在全聯工作，目前經營一家餐廳，工作時間長，每天上班12至14小時。
    2) 客戶曾計劃考取腸道健康及長照相關證照，並參與CPR和AED訓練。
    3) 客戶曾因工作問題與公司發生糾紛，涉及年終獎金爭議，並考慮重新規劃職業方向。

4. 健康食品使用心得
    1) 客戶服用益生菌、燕窩液態保養品及葉黃素，認為益生菌有助於體態維持及改善過敏性體質。
    2) 客戶使用膠原蛋白飲品及骨關節保養品，認為有助於骨頭修復及傷口癒合。
    3) 客戶曾購買白蘭氏、三得利及華陀的保健食品，並表示效果良好。

5. 禁忌
    1) 客戶因胃食道逆流避免食用刺激性食物及咖啡，並因犯太歲避免吃牛肉。
    2) 客戶因健康問題需避免過度運動及搬重物，並使用防水透氣膠帶保護傷口。",1
24733877,女,58.0,屏東縣里港鄉,D,摩羯座,7618,否,否,否,否,否,是,是,否,171371.3333,128,40356.19043,31,17962.857120000004,13,2456.19047,2,0.0,0,10098.09523,7,7269.523799999999,6,760.95238,1,0.0,0,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶有小孩，且小孩已經在上班。
    2) 客戶提到她昨天訂購了一個商品，但回家後女兒對此表示不滿。

2. 健康狀況
    1) 客戶58歲，接近退休年齡。
    2) 客戶有心臟疾病，正在服用心臟的處方藥，醫生建議不要隨便服用其他保健食品。
    3) 客戶曾服用魚油，但因醫生建議已停止。
    4) 客戶平時有服用酵素，主要用於幫助排便。
    5) 客戶有在服用挺立鈣。

3. 職業背景
    1) 客戶目前從事保險產業。
    2) 客戶有時候會請同事幫忙購買保健品。

4. 健康食品使用心得
    1) 客戶之前購買過膠原蛋白產品，目前有在服用膠原蛋白，形式為粉狀，並詢問過飲用時間是否可以飯前或飯後。
    2) 客戶之前購買過紅麴相關產品，但尚未食用。
    3) 客戶之前在平台購買了很多組葉黃素，但表示都沒有吃。
    4) 客戶有在喝發泡錠和B群，但目前還有存貨未喝完。
    5) 客戶剛購買了一組B群，價格為一千五。
    6) 客戶有在使用膠原蛋白產品，並已訂購膠原飲且開始飲用。
    7) 客戶提到安利葡萄糖胺的乳清蛋白不能用熱水沖泡，會破壞營養素。

5. 禁忌
    1) 客戶因服用心臟的處方藥，醫生建議不要隨便服用其他保健食品。
    2) 客戶認為一次支付太多錢會有壓力。",1
24735181,男,80.0,台北市中正區,D,雙魚座,7617,否,否,否,否,否,否,是,否,224136.85719,98,20897.142859999996,15,3043.80952,4,0.0,0,0.0,0,31949.523790000003,22,15716.190470000003,12,3043.80952,4,0.0,0,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶與家人同住。
    2) 客戶表示這幾天不在家，但家裡有人可以代收貨物。

2. 健康狀況
    1) 客戶提到自己有固定進行健康檢查，並由醫生提供建議。
    2) 客戶平常不會出去走走。

3. 職業背景
    1) 客戶提到目前很忙，可能正在忙碌中，無法參與活動。
    2) 客戶尚未使用東森提供的現金券，並希望查看東森的目錄及收到相關簡訊。

4. 健康食品使用心得
    1) 客戶曾購買葉黃素，但未明確表示是否每天服用，後來表示自己不吃葉黃素，也未使用相關產品。
    2) 客戶表示目前不需要高單位的B群產品。

5. 禁忌
    1) 客戶不喜歡使用粒線體激活再生安瓶，認為不必要且不喜歡此類產品。
    2) 客戶表示不吃素食，偏好混合菜色的年菜。",1
24736456,男,65.0,基隆市中山區,D+,水瓶座,7616,否,否,否,否,否,否,是,否,200886.85713,22,14180.95238,3,3771.42857,1,3771.42857,1,0.0,0,11333.33333,2,11333.33333,2,3771.42857,1,3771.42857,1,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
24739444,女,62.0,新北市汐止區,C,雙魚座,7615,否,否,是,否,否,是,是,否,424164.7618999999,229,113314.28576,52,44525.71429,14,13314.28571,2,0.0,0,56597.14285,7,14180.95238,3,13314.28571,2,13314.28571,2,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶需要煮飯給兒子吃，顯示她與兒子同住。
    2) 客戶的老公每天都有食用保健品。

2. 健康狀況
    1) 客戶表示不想吃太多藥物類的東西。
    2) 客戶從未進行過打針或幹細胞療法。

3. 職業背景
    1) 未提及具體職業背景。

4. 健康食品使用心得
    1) 客戶有使用粉末型膠原蛋白，但很少喝膠原蛋白或使用玻尿酸產品。
    2) 客戶之前購買過龜鹿產品，但因味道問題未繼續食用，龜鹿二仙膠目前還有剩餘。
    3) 客戶家中益生菌有存貨，且家人都有在食用。
    4) 客戶對善存銀五十歲以上的產品有興趣。
    5) 客戶曾在八月購買過腰果。
    6) 客戶剛在藥局購買了兩盒葉黃素，但未提及是否有持續使用。
    7) 客戶提到台糖保養品、韓國精華產品及台鹽產品，但未明確表示是否購買或使用過。

5. 禁忌
    1) 客戶表示不需要B群和葉黃素等保健食品。
    2) 客戶不想吃太多藥物類的東西。",1
24744092,女,65.0,高雄市岡山區,Z,雙子座,7612,否,否,否,否,否,是,否,否,286038.28568,188,52671.42855999999,30,20560.95238,12,0.0,0,0.0,0,47980.95235,25,17476.19047,7,3495.23809,2,0.0,0,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶是一位64歲的女性，家庭主婦。
    2) 客戶有小孩，並提到小孩要下班了。
    3) 客戶有孫子，曾提到去台北帶孫子。
    4) 客戶的家人最近在台北忙於搬家。

2. 健康狀況
    1) 未提及具體健康問題，但有購買健康食品，顯示對健康有一定關注。

3. 職業背景
    1) 客戶是家庭主婦，平時在家煮菜。
    2) 客戶的朋友開了一家美容院，她經常使用朋友美容院的產品。

4. 健康食品使用心得
    1) 客戶經常購買苦茶油、橄欖油、葵花油和葡萄籽油，顯示對健康油品的偏好。
    2) 客戶曾購買玄米油，但尚未使用完相關點數，並詢問是否還有奧利塔的玄米油。
    3) 客戶曾購買苦瓜多肽銘產品，通常三個月會用掉六瓶。
    4) 客戶較少購買養生芝麻多谷飲，通常選擇堅果飲。
    5) 客戶曾購買茶葉，但因品質不佳而停止購買。

5. 禁忌
    1) 客戶對於產品品質有一定要求，曾因茶葉品質不佳而停止購買。
    2) 客戶目前在外面，無法處理相關事宜，顯示其對購物的時間安排有一定限制。",1
24744578,女,56.0,台中市潭子區,C,天秤座,7612,否,否,是,否,否,是,是,否,149742.19045999998,85,33569.52379,17,13287.619039999998,3,13287.619039999998,3,0.0,0,18792.380939999995,5,18031.42856,4,13287.619039999998,3,13287.619039999998,3,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
24747810,女,52.0,台南市佳里區,C,射手座,7610,否,否,是,是,否,是,是,否,169229.57143,45,75682.85714,11,72665.71427999999,9,52342.85715,4,16951.42857,2,72665.71428,9,72665.71427999999,9,72665.71427999999,9,52342.85715,4,16951.42857,2,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶提到她與家人關係良好。
    2) 客戶與家人一起食用葉黃素。
    3) 客戶的媽媽對燕窩產品不感興趣。

2. 健康狀況
    1) 客戶的皮膚比較敏感，但使用含有積雪草成分的試用包後感覺不會過敏，效果不錯。
    2) 客戶目前的膚質適合簡單保養，並擔心美容油用在臉上會太油。

3. 職業背景
    1) 無相關資訊。

4. 健康食品使用心得
    1) 客戶有飲用鱸魚精，對其味道和效果表示滿意。
    2) 客戶有食用葉黃素，並與家人一起食用。
    3) 客戶有食用魚油，包括白蘭氏送的魚油和華陀的魚油，並表示有時一天吃兩顆，有時吃一顆，目前還剩幾罐。
    4) 客戶提到磷蝦油可以在感冒時服用。
    5) 客戶之前購買過粒線體產品，感覺效果還好，並表示該產品是她自己在喝，先生沒有一起喝。
    6) 客戶之前購買過紅棗核桃產品，並再次訂購了兩組，總金額為2360元。

5. 禁忌
    1) 客戶目前不需要使用玻尿酸。
    2) 客戶對積雪草的了解較少，但使用相關產品後無過敏反應。
    3) 客戶目前保養品應該還夠用，暫時不需要購買自然美的產品。",1
24752621,女,62.0,台中市大甲區,D,雙子座,7607,否,否,否,否,否,是,是,否,85460.00000000001,48,28150.4762,14,6601.90476,4,570.47619,1,6031.42857,3,570.47619,1,570.47619,1,570.47619,1,570.47619,1,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 無相關資訊。

2. 健康狀況
    1) 客戶年齡為62歲，為女性。
    2) 客戶目前沒有固定在食用B群或葉黃素。

3. 職業背景
    1) 客戶目前在工廠工作，工作時間較長。
    2) 客戶因工作原因，經常不方便接聽電話或參加活動。

4. 健康食品使用心得
    1) 客戶知道PPLS產品，並提到其類似於眼睛的產品。
    2) 客戶曾購買過白蘭氏的產品。

5. 禁忌
    1) 無相關資訊。",1
24754274,女,70.0,新北市鶯歌區,D,白羊座,7606,否,否,否,否,否,否,是,否,191843.04763,141,1513.33333,2,1513.33333,2,570.47619,1,0.0,0,2456.19047,3,1513.33333,2,1513.33333,2,570.47619,1,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
24760496,女,68.0,新北市中和區,Z,雙子座,7602,否,否,是,否,否,是,是,否,266655.23814000003,117,48428.57144,19,15276.19048,7,8009.52381,3,0.0,0,22891.428570000004,6,13053.33333,3,2847.61905,1,0.0,0,0.0,0,否,否,是,否,否,否,0,否,否,否,否,是,0,否,是,否,"1. 家庭關係
    1) 未提及相關內容。

2. 健康狀況
    1) 未提及相關內容。

3. 職業背景
    1) 未提及相關內容。

4. 健康食品使用心得
    1) 客戶曾購買過華陀品牌的氏菌體液和益生菌產品。
    2) 客戶喜歡吃粉狀的保健食品。
    3) 客戶尚未開始食用益生菌，因為家裡還有存貨。

5. 禁忌
    1) 未提及相關內容。",1
24766332,女,59.0,台中市后里區,C,天秤座,7598,否,否,否,是,否,是,是,否,679596.9047100001,297,95641.90475999998,25,26989.52381,5,21313.33333,3,5676.19048,2,359027.61906,67,74550.47619,12,26989.52381,5,21313.33333,3,5676.19048,2,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶家中有長輩，但長輩不吃購物台購買的保健食品，因擔心其真實性。
    2) 客戶提到她的公婆已經不在了。
    3) 客戶的女兒每天食用葉黃素，並表示眼睛感覺比較不乾。

2. 健康狀況
    1) 客戶有白內障問題，並有時感覺骨頭關節不太舒服。
    2) 客戶血糖偏高，血糖值通常在100上下波動，健康檢查時血糖為6.5，尚未服用糖尿病藥物。
    3) 客戶平時沒有定期量血壓或血糖，主要在健康檢查時測量。
    4) 客戶沒有在服用處方藥物。

3. 職業背景
    1) 客戶從事傳統行業，所在公司員工不多，工作環境不便於長時間通話。
    2) 客戶工作繁忙，經常加班，下午通常在上班，無法參加直播或健康講座。

4. 健康食品使用心得
    1) 客戶曾購買過葉黃素、蚓激酶、顧骨膠、參鹿膠囊、萬壽元及鴕鳥精等保健食品，但部分產品未使用或已過期。
    2) 客戶目前每天食用一顆葉黃素，女兒每天食用兩顆，並表示女兒食用後眼睛較不乾。
    3) 客戶對葉黃素的效果有興趣，並已購買一年份，選擇分十二期付款。
    4) 客戶對山苦瓜在血糖管理方面的效果感興趣。
    5) 客戶需要每天早晚各食用一顆蚓激酶，並曾購買過該產品。
    6) 客戶曾購買過萬壽元，一天食用一顆。

5. 禁忌
    1) 客戶被建議葉黃素一天不要超過兩顆，且不要一次性服用兩顆。
    2) 客戶對於保養品不太了解，且很少使用保養品。",1
24769402,女,65.0,台北市信義區,C,處女座,7596,否,否,否,是,否,是,是,否,228312.90473,60,165514.28569000002,39,29321.90476,9,23372.38094,5,1798.09524,1,153034.28569000002,30,148710.47616999998,28,25638.09523,7,23372.38094,5,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶有一位女兒，目前居住在新加坡。
    2) 客戶的父親曾經服用過芝麻明E加蜂王乳和和力他命，對這些產品反應良好，但父親容易皮膚過敏。

2. 健康狀況
    1) 客戶目前64歲，體重約57公斤，目標是再減重5公斤，但曾提到體重為99公斤，可能存在矛盾。
    2) 客戶容易發胖，認為體重增加與飲食有關，並提到如果不出遊，體重會下降較快。
    3) 客戶的血糖偏高，三酸甘油酯尚未達到可以減半西藥的程度。
    4) 客戶有肩頸痠痛問題，曾服用蚓激酶改善症狀，但目前已停止使用。
    5) 客戶提到有一隻眼睛有問題，但未詳細說明。
    6) 客戶提到睡眠改善效果不佳。

3. 職業背景
    1) 客戶未提及具體職業，但提到自己最近有些忙碌。
    2) 客戶有打牌的習慣，每次金額約220元。

4. 健康食品使用心得
    1) 客戶長期服用益生菌，每天服用兩顆，認為益生菌有助於排便順暢並減少發胖。
    2) 客戶曾服用幹細胞產品，認為其有助於代謝，但對睡眠改善效果不佳，目前每天服用兩顆。
    3) 客戶曾服用蚓激酶，認為其對肩頸痠痛有幫助，但已停止使用。
    4) 客戶有服用薑黃作為保健食品，並曾購買魚油、鈣片、白藜蘆醇等產品。
    5) 客戶曾購買過林心如代言的產品，但效果不佳。
    6) 客戶認為吃太多保健食品可能不好，並提到飯前服用某些產品會導致胃不適，因此改為飯後服用。
    7) 客戶對葉黃素膠囊、維生素C和綜合維他命的定狀產品不適應，會引起胃部不適和胸悶。
    8) 客戶曾購買過燕窩、鹿胎盤素等產品，並對幹細胞產品和益生菌的效果表示滿意。
    9) 客戶曾將幹細胞產品和蚓激酶分享給朋友，但朋友反映幹細胞產品效果不明顯。
    10) 客戶是華陀品牌的VIP，長期使用該品牌的益生菌和幹細胞產品。

5. 禁忌
    1) 客戶對葉黃素膠囊、維生素C和綜合維他命的定狀產品不適應，會引起胃部不適和胸悶。
    2) 客戶避免飯前服用保健品，改為飯後服用以減少胃不適。",1
24778389,女,85.0,新北市淡水區,C,處女座,7590,否,否,否,是,否,是,是,否,264699.66672000004,136,85921.90477,31,43973.333340000005,13,17142.85714,1,19630.4762,5,89404.76189999998,29,42599.99999,10,29543.80952,4,17142.85714,1,10581.90476,1,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶有孫子，孫子已經三十歲。
    2) 客戶的最小孩子是60年次出生。
    3) 客戶的兒媳婦和女兒會購買東西並送回家。
    4) 客戶提到有人員幫忙處理家務。

2. 健康狀況
    1) 客戶虛歲八十五歲，實歲八十四歲。
    2) 客戶有血糖和血壓問題，血壓控制在120到130之間，糖化血色素在6.3到6.8之間。
    3) 客戶腎臟較弱，並有胃酸問題。
    4) 客戶一天喝約2000毫升的水，體重約為66到67公斤。
    5) 客戶平常飲食有節制，知道該吃什麼、不該吃什麼。
    6) 客戶平常只吃三餐，並在家裡做運動來保持健康。

3. 職業背景
    1) 客戶年輕時曾經練習瑜伽，現在則在家裡自己活動。

4. 健康食品使用心得
    1) 客戶之前有喝過枸杞原汁，但覺得太甜，不喜歡喝，目前家中還有存貨。
    2) 客戶提到家裡還有很多苦茶油。
    3) 客戶去年五月曾購買回春高和護腰保養品。
    4) 客戶吃幹細胞產品後出現排尿不順的情況，因此不敢繼續服用。
    5) 客戶目前沒有在吃枸杞原汁、顧骨頭素食產品或使用面膜、幹細胞產品。

5. 禁忌
    1) 客戶表示現在不能隨便吃藥。
    2) 客戶目前不需要購買保健品、保養品、燕窩禮盒或東森購物的商品。",1
24786950,男,70.0,台南市安南區,Z,處女座,7585,否,否,是,否,否,是,是,否,686600.23792,434,179857.14275999993,91,39949.5238,23,28208.57143,13,2727.61905,2,173767.61904000005,55,81505.71424999995,23,942.85714,1,0.0,0,0.0,0,否,否,否,否,否,否,1,否,否,否,否,是,0,是,否,否,"1. 家庭關係
    1) 客戶有兩個孩子。
    2) 客戶的父母有在服用益生菌。

2. 健康狀況
    1) 客戶有高血壓，並且有在服用處方藥物。
    2) 客戶排便不太順暢。
    3) 客戶目前沒有定期進行大腸鏡檢查。
    4) 客戶目前沒有在服用三高的西藥。

3. 職業背景
    1) 客戶以前從事外銷相關工作。

4. 健康食品使用心得
    1) 客戶有購買並使用葉黃素、益生菌等保健食品。
    2) 客戶之前有購買過幹細胞相關的保健品。
    3) 客戶提到益生菌膠囊，為藍色包裝的一種。
    4) 客戶購買了干貝醬。

5. 禁忌
    1) 客戶每月進行醫美相關保養，可能需注意相關產品的成分是否與其高血壓處方藥物有交互作用。
    2) 客戶有高血壓，需避免食用高鹽分或可能影響血壓的食品。",1
24787670,女,59.0,新北市新店區,Z,雙魚座,7584,否,否,否,否,否,是,是,否,46090.85713,28,23324.7619,16,1886.66666,2,0.0,0,0.0,0,942.85714,1,942.85714,1,942.85714,1,0.0,0,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶與家人住在一起。
    2) 客戶的兒子是軟體工程師，工作需要長期坐著且耗腦力，且工作時間較長。

2. 健康狀況
    1) 客戶有早上運動的習慣。
    2) 客戶過年前進行了健康檢查，並表示目前沒有服用慢性處方簽的藥物。

3. 職業背景
    1) 客戶的兒子是工程師，專注於軟體開發。

4. 健康食品使用心得
    1) 客戶有使用保健食品，主要用於保養和營養補充，而非針對關節問題。
    2) 客戶目前在服用加拿大品牌的保健品，包含大豆異黃酮，該產品連孕婦都可以食用。
    3) 客戶曾購買骨關節保健品，但目前家裡還有備用的保健食品，因此暫時不需要購買新的。
    4) 客戶的兒子服用魚油，該產品也是客戶購買的。

5. 禁忌
    1) 客戶表示目前不需要購買燕窩禮盒。
    2) 客戶曾購買洗衣精和洗碗精，但對洗衣精的效果不滿意。",1
